symbol	R603	R607	R614	R621
WASH7P	1.6621871039999991	-1.1273206816666663	-1.240345987333333	-0.8428263409999994
	-0.3398698306666667	0.31825031433333334	0.3362848316666667	0.331050536
	1.5426833686666672	0.011265199999999531	-0.1439641906666651	-0.5893758736666657
RP11-34P13.13	1.468268802666667	-0.07755024433333357	-0.5935301060000002	0.023877457000000213
AP006222.2	-0.2524537260000006	-1.4927674373333333	0.5593860606666667	-0.9311972676666667
	0.4913720903333335	-0.48094224166666666	-0.3255987623333332	-0.49079185000000003
	-0.6265973279999999	-0.538589395333334	0.1421949256666668	-0.252941402666667
MTND2P28	-0.56933553	0.5141085066666697	1.152908953333334	0.13892537666666627
RP5-857K21.6	0.3333538433333345	-0.8294637473333353	-0.33032041966666803	-0.8542768803333338
RP5-857K21.7	-0.017928524000000223	-1.1902597759999995	-0.8861013650000018	-0.7455126960000005
MTATP8P1	0.40015291966666666	0.11399230833333229	0.0625719973333334	-0.6517561556666664
MTATP6P1	-0.19722800333333268	0.1421108466666663	0.6254657533333354	-0.3365906933333349
RP5-857K21.11	-0.07194510400000098	-1.0135847523333332	-0.7972011749999997	-0.6879311226666669
	-1.3012170563333334	0.6665658920000002	0.09908331466666653	-0.7740354643333333
	0.46559225333333365	-0.01639884566666705	0.024556145999999668	0.22842462666666696
	0.29709681266666665	-1.3981708579999998	-1.1474079486666666	0.023597670999999876
RP11-206L10.9	0.08709753033333456	-0.5758546980000006	-0.04071107933333362	-0.6865454180000006
	-0.5370165676666667	-0.31408090066666666	0.6672734606666668	-0.7396507216666668
LINC00115	0.5474988420000013	-0.15588010099999927	-0.984774822666667	0.038291183000001006
LINC01128	-0.748287171666667	0.015426044999999888	0.3595383236666665	0.013777650999998059
RP11-54O7.16	0.19809458899999965	-1.836291564333333	1.0141129903333335	-0.2757846023333337
RP11-54O7.1	-0.5245841853333326	-1.666837524	0.44916167666666595	-0.241471138333333
	-0.6523842349999999	-2.650636853	-0.8561327413333334	-0.7526352303333333
RP11-54O7.3	-1.3586150483333332	0.9466930553333328	1.5083703749999993	1.6595529826666668
SAMD11	1.8917155930000003	0.3562082879999995	0.3987654153333331	1.6667372763333343
