Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"PLSCR1"	"16.5"	"ARCHS4 Coexpression,18;GTEx Coexpression,15"	"CCDC71L,IFITM3,CD274,IFITM1,CXCL8,CEBPD,NCF2,CXCL3,CXCL2,SOCS3,GLIPR1,IFI16,CHSY1,CTSL,NAMPT,CASP4,CASP1,EMILIN2,SLC39A8,GBP2,GBP1,CTSC,IL13RA1,MFSD2A,IL4R,GCH1,ANKRD22,PLAUR,TNFRSF10A,SERPINB9,OSMR,NAMPTP1,CARD16,IL18R1,SKAP2"
"gene_set_query"	"2"	"FOSL1"	"19.6"	"ARCHS4 Coexpression,20;ENCODE ChIP-seq,17;Enrichr Queries,20;ReMap ChIP-seq,28;GTEx Coexpression,13"	"CCDC71L,EHF,SERPINE2,TNC,PLOD2,IRS2,JADE2,ANTXR2,ETS2,GPR176,NAMPT,LEPR,TNS4,IL6R,IER3,TGM2,PAQR9,IGFBP4,SLC30A1,LIFR,TMX1,MTHFD2L,S100A6,S100A5,STEAP1,EPHA2,HS3ST3A1,SDC4,GPR87,ADRB2,HIF1A,SOCS3,HRH1,ATXN1,ZNF827,PMAIP1,STRA6,TNFSF18,PRNP,JAG1,TIPARP,ANKRD22,TNFRSF10A,FERMT1,NCEH1,GIPC3,TCN1,BHLHE40,ULBP2,ADORA2A-AS1,CDKN1A,CXCL8,AKR1B1,TNFAIP3,LAMC2,CXCL1,SLC2A3,CXCL3,CXCL2,PRSS23,CXCL5,PPP3CA,HINT3,CTSL,ANKRD1,PDE4A,DUSP4,GPR39,SERPINB1,EDN1,MMP1,SPHK1,ITGA2,RIPK4,PLAUR,OSMR,DUSP6,SERPINB6,TUBB2A,CDCP1,DNAJC6,SLCO4A1,HKDC1,COL6A3,PPARG,ANGPTL4,MAPRE2,B4GALT5,HBEGF,DDR2,CEBPB,CEBPD,SLC20A1,SLC7A2,PDLIM1,NT5E,LRRC8A,E2F7,NQO2,LAMB3,SMOX,PLEKHA2,VEGFA,PDP1,KRT19,TMEM158,ATP13A3"
"gene_set_query"	"3"	"SNAI1"	"22.0"	"ARCHS4 Coexpression,30;Enrichr Queries,35;GTEx Coexpression,1"	"CCDC71L,IFITM3,CDKN1A,ROBO4,CXCL8,SERPINE2,FAM89A,GEMIN8P4,TNC,TNFAIP3,CXCL1,SLC2A3,CXCL3,CXCL2,PQLC2L,ETS2,PTPRG,ADAMTS4,NIPAL4,CDH5,CTSL,KRT18P16,SCARF2,IER3,TGM2,MFSD2A,DUSP4,SEMA6B,EDN1,UNC5B,IGFBP4,SPHK1,F2R,PLAUR,OSMR,DUSP6,ADAM19,EMCN,S100A6,COL6A3,PPARG,ANGPTL4,MOCS1,HBEGF,EPHA2,DDR2,CEBPB,CEBPD,SDC4,HIF1A,FSTL1,EFNB2,SOCS3,NT5E,CHSY1,ZNF703,SLC19A3,LRRC8C,PMAIP1,SKIL,PRNP,JAG1,KLF2,SULF2,GADD45G,VEGFA,COL3A1,MAFB,DLC1,BHLHE40,ATP13A3"
"gene_set_query"	"4"	"ELK3"	"31.5"	"Literature ChIP-seq,82;ARCHS4 Coexpression,32;Enrichr Queries,6;GTEx Coexpression,6"	"IFITM3,CSF3,SERPINE2,CHPF,FAM89A,TNC,PLOD2,AHR,JADE2,ANTXR2,TOMM20,ETS2,FAM107B,CDH5,PRKACB,HIST1H2AC,IER3,TGM2,TLE1,IGFBP4,UNC5B,F2R,SLC30A1,ADAM19,EMCN,TMX1,S100A6,S100A5,ROR1,IL6ST,STEAP1,PHLDB2,EPHA2,RAI14,SKAP2,SDC4,STK39,HIF1A,FOXO1,ZMPSTE24,EFNB2,SOCS3,ITPRIPL1,ZNF827,PDGFD,ZNF703,KCNMB4,PLXNA1,SFN,HIVEP2,ST3GAL1,TSPAN1,SLC19A2,STRA6,PRNP,JAG1,MAFB,GIPC3,TNFSF4,BHLHE40,CPEB2,ROBO4,CDKN1A,BTG1,ONECUT2,BNC1,TNFAIP3,SLC2A3,BMI1,PRSS23,PQLC2L,GLIPR1,CASP4,PDE4B,PDE4A,CTSC,DUSP4,HS3ST3B1,SPHK1,ITGA2,PLAUR,ELOVL7,OSMR,RGMB,DUSP6,MDFIC,COL6A3,PDE5A,ANGPTL4,TLR5,SMPDL3A,HBEGF,DDR2,CEBPB,CEBPD,LAMA4,FAM129A,FSTL1,PDLIM1,NT5E,IFI16,LRRC8C,LRRC8A,MICA,GABBR2,LAMB3,SMOX,PCDH7,PDZK1IP1,KLF2,SULF2,COL3A1,TMEM158,DLC1"
"gene_set_query"	"5"	"FOXQ1"	"34.33"	"ARCHS4 Coexpression,67;Enrichr Queries,5;GTEx Coexpression,31"	"IFITM3,EHF,CDKN1A,SERPINE2,TNC,TNFAIP3,IRS2,LAMC2,CXCL1,PTPRK,DMKN,CLDN1,PRSS23,CXCL2,PTPRF,ETS2,NIPAL4,NIPAL1,CA2,TNS4,CTSC,IER3,TGM2,DUSP4,EDN1,IGFBP4,ITGA2,RIPK4,PLAUR,DUSP6,OVOL2,CDCP1,ELF3,S100A6,PPARG,ANGPTL4,HBEGF,EPHA2,DDR2,CEBPB,CEBPD,SDC4,GPR87,KLK5,FAM129A,MST1R,APCDD1,KLK7,KLK6,APH1A,EFNB2,SOCS3,NT5E,FLRT3,PMAIP1,GBP2,PCDH1,PRNP,JAG1,LAMB3,WNT7B,ANKRD22,PCDH7,SEMA4B,DHRS2,KLF2,GADD45G,VEGFA,FERMT1,COL3A1,KRT19,TMEM158,MAFB,BHLHE40"
"gene_set_query"	"6"	"NPAS2"	"34.33"	"ARCHS4 Coexpression,55;Enrichr Queries,25;GTEx Coexpression,23"	"EHF,CDKN1A,MAST4,SERPINE2,CHPF,TNC,IRS2,LAMC2,PLOD2,AHR,PTPRK,CLDN1,PRSS23,SYNE1,NIPAL1,NKX1-2,PDE4B,IER3,TGM2,DUSP4,EDN1,IGFBP4,ITGA2,MYH15,RIPK4,PLAUR,PLA2G4A,OSMR,DUSP6,OVOL2,SLC22A23,ADAM19,BACE2,CDCP1,PPARG,ANGPTL4,PLCB1,DSC2,EPHA2,HBEGF,DDR2,B4GALT5,CFH,CEBPD,SDC4,GPR87,FAM129A,ABHD17C,FOXO1,EFNB2,RASD2,SOCS3,NT5E,ATXN1,SFN,HIVEP2,GPX1P1,PCDH1,N4BP3,ST3GAL1,PRNP,NDFIP2,JAG1,LAMB3,SMAGP,PCDH7,SEMA4B,KIAA1549L,SULF2,VEGFA,FAM160A1,MAFB,NCEH1,NFIA,BHLHE40"
"gene_set_query"	"7"	"FOSB"	"37.0"	"ARCHS4 Coexpression,96;Enrichr Queries,13;GTEx Coexpression,2"	"CCDC71L,IFITM3,CDKN1A,IFITM1,BTG1,CXCL8,SERPINE2,FAM89A,TNC,TNFAIP3,IRS2,CXCL1,SLC2A3,AHR,CXCL3,CXCL2,PRSS23,ETS2,ADAMTS4,NIPAL4,CA2,NAMPT,PDE4B,IER3,MFSD2A,TGM2,DUSP4,MYLIP,EDN1,IGFBP4,PLAUR,SLC30A1,DUSP6,ELF3,S100A6,PPARG,NCOA7,ANGPTL4,HBEGF,EPHA2,DDR2,CEBPB,CFH,CEBPD,SDC4,SLC20A1,ADRB2,APCDD1,EFNB2,SOCS3,CHSY1,PMAIP1,GBP2,SLC19A2,PRNP,JAG1,TIPARP,LYZ,KLF2,GADD45G,VEGFA,COL3A1,MAFB,DLC1,BHLHE40"
"gene_set_query"	"8"	"EHF"	"43.0"	"ARCHS4 Coexpression,38;Enrichr Queries,14;ReMap ChIP-seq,94;GTEx Coexpression,26"	"CSF3,CDKN1A,CXCL8,MAST4,SERPINE2,TNC,TNFAIP3,LAMC2,CXCL1,PTPRK,CLDN1,PRSS23,CXCL2,PTPRF,ETS2,NIPAL1,CA2,TNS4,CTSC,IER3,TGM2,DUSP4,EDN1,ITGA2,RIPK4,PLAUR,SHROOM3,DUSP6,OVOL2,SLC9A2,CDCP1,ELF3,S100A6,PPARG,DSC2,EPHA2,DDR2,RBM47,CEBPD,SDC4,GPR87,FAM129A,ABHD17C,MST1R,THSD4,NT5E,MAP7,SFN,N4BP3,GBP2,PCDH1,TSPAN1,PRNP,JAG1,LAMB3,SMAGP,SEMA4B,PCDH7,PDZK1IP1,CP,SULF2,VEGFA,FERMT1,KRT19,NCEH1,MAFB,TSPAN13,NFIA,MGAT4A,BHLHE40"
"gene_set_query"	"9"	"IRF6"	"44.67"	"ARCHS4 Coexpression,5;Enrichr Queries,57;GTEx Coexpression,72"	"IFITM3,EHF,CDKN1A,SERPINE2,BNC1,TNC,TNFAIP3,LAMC2,PTPRK,DMKN,CLDN1,PTPRF,ETS2,NIPAL4,NIPAL1,CA2,TNS4,IER3,TGM2,DUSP4,EDN1,IGFBP4,ITGA2,RIPK4,DUSP6,OVOL2,CDCP1,ELF3,S100A6,DSC2,EPHA2,DDR2,RBM47,CEBPD,SDC4,GPR87,LAMA4,KLK5,FAM129A,MST1R,KLK7,EFNB2,PDLIM1,NT5E,MAP7,SFN,LRRC8A,MPZL3,GBP2,PCDH1,TSPAN1,PRNP,NDFIP2,JAG1,LAMB3,WNT7B,SEMA4B,SULF2,FERMT1,COL3A1,KRT19,MAFB,TSPAN13,BHLHE40,FAT2"
"gene_set_query"	"10"	"NR4A3"	"44.67"	"ARCHS4 Coexpression,99;Enrichr Queries,18;GTEx Coexpression,17"	"CDKN1A,BTG1,CXCL8,SERPINE2,TNC,TNFAIP3,IRS2,CXCL1,SLC2A3,AHR,CXCL3,CXCL2,ETS2,ADAMTS4,CA2,NAMPT,ANKRD1,PDE4B,DPF3,TMEM38B,IER3,TGM2,DUSP4,ZHX2,EDN1,IGFBP4,SPHK1,PLAUR,DUSP6,ADAM19,ALPK2,ANGPTL4,HBEGF,EPHA2,DDR2,CD274,CEBPB,PRKAA2,CEBPD,SDC4,FAM129A,SLCO5A1,SLC7A2,SOCS3,PDLIM3,NT5E,EGFLAM,CHSY1,PMAIP1,HIVEP2,GPX1P1,GBP2,SKIL,SLC19A2,JAG1,GCH1,TIPARP,SLC16A10,KLF2,GADD45G,VEGFA,RCAN1,MAFB,BHLHE40,KBTBD8"
"gene_set_query"	"11"	"ZNF469"	"45.0"	"ARCHS4 Coexpression,72;GTEx Coexpression,18"	"HS3ST3A1,TENM3,SERPINE2,CHPF,COL11A1,LAMA4,TNC,PLOD2,HIF1A,FSTL1,GPR176,NT5E,PLXNA1,SCARF2,TRPA1,IGFBP4,LINC01085,OSMR,COL3A1,SNX18,NAV3,DLC1,COL6A3,LINC00525,PDE5A,STEAP1,LRP12,RAI14,DDR2"
"gene_set_query"	"12"	"TWIST2"	"46.0"	"ARCHS4 Coexpression,35;GTEx Coexpression,57"	"CCDC71L,HS3ST3A1,SERPINE2,LAMA4,TNC,PLOD2,HIF1A,FSTL1,GPR176,NT5E,ZNF469,SCARF2,PTGIS,IGFBP4,LINC01085,OSMR,PRSS12,CLDN11,COL3A1,SNX18,DLC1,COL6A3,LINC00525,ALPK2,STEAP1,IL6ST,RAI14,DDR2"
"gene_set_query"	"13"	"FOXA1"	"51.5"	"Literature ChIP-seq,64;ARCHS4 Coexpression,46;ENCODE ChIP-seq,41;Enrichr Queries,54;ReMap ChIP-seq,7;GTEx Coexpression,97"	"EHF,CSF3,GMFB,SERPINE2,GALNT18,GEMIN8P4,PLOD2,IRS2,AHR,IL1RAP,JADE2,ANTXR2,CLDN1,TOMM20,ETS2,DEPTOR,NIPAL1,TBC1D30,HMCN1,HIST1H2AC,IER3,TGM2,IL13RA1,PAQR9,TLE1,IL4R,MSX2,IGFBP4,UNC5B,LIFR,SLC30A1,OVOL2,SYTL2,SLC9A2,S100A6,ROR1,ALPK2,FAR2,IL6ST,STEAP1,PHLDB2,TRIB2,EPHA2,SDC4,STK39,SLCO5A1,ADRB2,IQGAP2,HIF1A,PLCXD2,EFNB2,APH1A,ATXN1,ZNF827,ZNF703,ISOC1,HIVEP2,N4BP3,TSPAN1,ARSB,SLC19A2,PRNP,SYT4,FZD3,SNORD12B,JAG1,NDFIP1,TIPARP,SLC16A10,LYZ,CP,BMP7,GADD45G,MARCH3,FERMT1,MAFB,BAMBI,BHLHE40,UST,CNIH3,CPEB2,LRP12,PHTF2,CDKN1A,BTG1,CXCL8,ONECUT2,SLC44A1,AKR1B1,LAMC2,SLC2A3,SIPA1L2,BMI1,CXCL3,PRSS23,CXCL2,PTPRF,CXCL5,HAPLN1,FAM102A,HINT3,CA2,CTSL,ANKRD1,DUSP4,GPR39,EDN1,ZHX2,NAA30,ELOVL2,RIPK4,SHROOM3,TBC1D9,ELOVL6,ETV1,ELOVL7,RGMB,DUSP6,SLC22A23,BACE2,ELF3,ACOX2,PPARG,RAPGEF5,PLCB1,SMPDL3A,DDR2,B4GALT5,SAMD5,RBM47,CEBPB,CEBPD,LAMA4,FAM129A,AKAP7,HSD17B6,AKAP5,THSD4,SLC7A2,PDLIM3,CNNM1,MPZL3,GALNT7,TM4SF18,BCHE,LAMB3,TRPA1,SEMA4B,FBXL17,TTC39C,SGPP1,SULF2,RNF145,KRT19,CT62,COL3A1,TSPAN13,NFIA,LIFR-AS1,ATP13A3"
