Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"HSF4"	"13.67"	"ARCHS4 Coexpression,34;Enrichr Queries,6;GTEx Coexpression,1"	"SPON2,SLC27A1,DCAF8,IRS2,ICAM5,WASH2P,HID1,RGS2,ZSCAN30,PTGDS,LZTS2,PPFIA4,JUNB,PPFIA3,PNISR,S100A1,RSAD1,SYTL1,LMTK3,PCOLCE,DLEC1,HSPG2,CPT1B,OBSCN,DDIT3,DDIT4,HECA,FLYWCH1,NEIL1,ATF3,LLGL2,L3MBTL1,BRSK1,SPTBN4,EXD3,ISYNA1,SHC2,NRN1,ARHGEF25,INSIG1,LTBP4,CHRD,DTX3,PLA2G6,FBXO44,NDRG1,CACNA1H,DICER1-AS1,SOCS3,DPH1,UAP1L1,BMF,APOE,PLCG1,TPPP,TBC1D17,ANKZF1,PACSIN1,CDK18,CBX7,PRRT2,GADD45B,MARCH9,ABCA7,ISG15,NR1D1,POU6F1,FOSL2,PAN2,COL1A1,NR4A2,ABTB1,MLXIPL,NR4A1,HOOK2,BCL6,DLG4,NOXA1,CAPRIN2,BHLHE40,BCL3,MAP3K10,PLCH2,PRR36,CDKN1C,CALCOCO1,WFIKKN1,THRA,MAST2,AATK,SLC2A3,KIF12,PKD1,PCSK4,MRC2,FLCN,AP1G2,SPEG,PDE4A,NINL,RBM6,DUSP4,PLA2G4B,NCOA3,TSC22D3,MINK1,AMT,KSR2,NAV2,CBFA2T2,DUSP8,ARFGAP1,DUSP6,DNM1,KAT2A,PTP4A3,NPEPL1,ADSSL1,TNFRSF25,ALDOC,FAM193B,CRELD1,MAPT,LAMA5,CEBPB,TNXB,WBP1,DLL1,HDAC6,CAMKK1,SLC25A29,RAB26,MXI1,SLC17A7,CKB,GBP2,ZNF862,CDRT4,USP21,GDF15,NICN1,ZNF76,BAIAP3,PRPF39,PER3,MLPH,MYO15B,TEF,SGSM3,PKN1,UNC79"
"gene_set_query"	"2"	"CSRNP1"	"23.5"	"ARCHS4 Coexpression,5;GTEx Coexpression,42"	"MIDN,BTG2,BTG1,PHF1,SLC2A3,SAT1,RABGEF1,ZFP36,HELB,GPR132,PIM1,EMILIN2,MAP3K8,PIM3,JUNB,IER5,NDEL1,HAVCR2,TSPYL2,SNORA70,KLF13,DUSP1,TSC22D3,HLA-B,UBALD2,TMC6,GAB2,TRAF1,ARAP1,TICAM1,SYTL3,HECA,ATF3,PTGER4,GRAMD1A,CEBPB,RNASEK,UBA7,SOCS3,IRAK2,GBP2,MEF2D,CYTH1,MCL1,STAT5A,GADD45B,TRPV2,NFATC1,PNRC1,FOSL2,EIF1,NFKB2,NFKBIA,CCDC88B,NR4A2,PTPRE,PER1,NR4A1,FMNL1,MYO15B,BCL6,STK17B,CD7,BCL3,BHLHE40,SNAI1,CD247,MXD1,OTUD1"
"gene_set_query"	"3"	"POU6F1"	"36.33"	"ARCHS4 Coexpression,11;Enrichr Queries,49;GTEx Coexpression,49"	"RAB3A,IRS2,KIAA1107,RNF112,RGS2,ZFP36,CCND2,RIMS3,KIF21B,JUNB,PPFIA4,PPFIA3,PRKCG,LMTK3,DLEC1,ATP1B2,HPCAL4,HSPG2,MTURN,FOXP1,CLIP3,STX1B,CACNB4,FEZ1,DDIT4,HECA,ATF3,BRSK1,GPM6A,SPTBN4,NDRG4,NYAP1,ARHGEF25,TMEM59L,LTBP4,DTX3,RASGRP2,ZNF25,FBXO44,NDRG1,FOXO1,SOCS3,GSE1,KCNN1,BMF,KIF3C,SRGAP3,HIVEP2,TPPP,PDZD7,RAB11FIP4,PACSIN1,PRRT1,ZBTB18,CBX7,HACE1,PRRT2,GADD45B,NR1D2,NFATC1,KLHL24,NR1D1,FOSL2,COL1A1,NR4A2,GNAO1,NR4A1,HOOK2,BCL6,DLG4,BHLHE40,BCL3,MAP3K10,PRR36,SNAP25,BTG2,CALCOCO1,THRA,FAM57B,AATK,CHD3,PKD1,RNF157,PDE4A,MCF2L2,PSD,ZHX2,KLF13,NCOA3,TSC22D3,PDE4D,PAX6,NAV2,DUSP8,SEPT4,DNM1,DUSP6,PTP4A3,CTDSP2,MAPT,NAPB,CAMKK1,CACNG7,GNG7,MXI1,TRIM46,MGAT3,SLC17A7,CKB,MEF2D,PURG,KCNJ4,CA11,GDF15,PLEKHA6,PLXDC1,TEF,PIK3IP1,CCNG2,KLF9,STAC2,TCEA2,PKN1,YPEL3,YPEL2"
"gene_set_query"	"4"	"ANKZF1"	"36.67"	"ARCHS4 Coexpression,10;Enrichr Queries,4;GTEx Coexpression,96"	"ERRFI1,DGKD,ZBTB25,DGKA,DCAF8,IRS2,WASH2P,RGS2,ZFP36,PTAR1,SESN2,KIF21B,PPFIA4,JUNB,FNBP4,PNISR,RNF44,GABARAPL1,WSB1,STARD5,SYTL1,HLA-B,SIGIRR,ZC3H11A,DDIT3,ZNF439,DDIT4,HECA,NEIL1,VPS28,ATF3,ATF4,CUL9,IDI1,ABHD4,INSIG1,PLA2G6,RASGRP2,NDRG1,PHF21A,BMF,PLCG1,TBC1D17,FDFT1,IVNS1ABP,CBX7,CHKB,BTN2A2,GADD45B,FAM78A,MARCH9,PBX2,ABCA7,KLHL24,FOSL2,PAN2,CCDC88B,NFKBIA,ABTB1,H1F0,HOOK2,BCL6,ATG16L2,BHLHE40,CREBRF,HBP1,MXD1,EZH1,LMBR1L,SETD5,KDM5B,BTG2,CALCOCO1,BTG1,PHF1,PIK3CD,SLC2A3,CHD3,CHD2,ITGAL,ING4,AP1G2,TCP11L2,JAK3,RBM33,PCMTD1,HMGCS1,BTN3A1,PLA2G4B,NCOA3,TSC22D3,AMT,SEPT1,BTN3A3,TMC6,DUSP6,FCHSD1,PTP4A3,NPEPL1,CTDSP2,TNFRSF25,FAM193B,ALDOC,KDM7A,IRF9,HDAC5,CEBPB,ACSS2,WBP1,RGS14,PBXIP1,ADD3,FAM214A,FCHO1,MXI1,STRCP1,CKB,ZNF862,LDLR,CYTH1,ZNF184,USP21,GDF15,WASH7P,ZNF76,PNRC1,DEF6,PRPF39,PIKFYVE,FMNL1,PIK3IP1,TTLL3,SGSM3,CCNG2,CD7,PDCD4,PKN1,CD247,YPEL5,YPEL3,YPEL2"
"gene_set_query"	"5"	"TEF"	"37.0"	"ARCHS4 Coexpression,21;Enrichr Queries,73;GTEx Coexpression,17"	"ERRFI1,RAB3A,IRS2,KIAA1107,RNF112,RGS2,ZFP36,CCND2,RIMS3,PIM3,JUNB,PPFIA4,PPFIA3,PRKCG,GABARAPL1,FBXO2,LMTK3,DLEC1,HPCAL4,MTURN,CLIP3,STX1B,CACNB4,DDIT4,HECA,ATF3,BRSK1,GPM6A,SPTBN4,NDRG4,NYAP1,ARHGEF25,INSIG1,TMEM59L,LTBP4,FBXO44,NDRG1,FOXO1,SOCS3,CTIF,KIF3C,SRGAP3,APOE,TPPP,PDZD7,PACSIN1,PRRT1,IVNS1ABP,ZBTB18,CBX7,CDK18,PRRT2,GADD45B,NR1D2,NR1D1,POU6F1,FOSL2,COL1A1,NR4A2,NFKBIA,GNAO1,NR4A1,H1F0,HOOK2,BCL6,DLG4,BHLHE40,MAP3K10,PRR36,LGALS3BP,SNAP25,BTG2,BTG1,THRA,AATK,SLC2A3,PKD1,DBP,BCL7A,PSD3,PSD,KLF13,HMGCS1,NCOA3,TSC22D3,MINK1,PAX6,DUSP8,SEPT4,KLF15,DNM1,DUSP6,PTP4A3,CTDSP2,ALDOC,MAPT,PPARA,NAPB,CEBPB,CAMKK1,CACNG7,RAB26,MXI1,TRIM46,MGAT3,SLC17A7,CKB,LDLR,PURG,KCNJ4,CA11,GDF15,WEE1,PER3,PIK3IP1,CCNG2,KLF9,PKN1,YPEL2"
"gene_set_query"	"6"	"FLYWCH1"	"38.5"	"ARCHS4 Coexpression,69;GTEx Coexpression,8"	"THRA,AATK,ZC3H6,CHD3,PKD1,ZFYVE28,ING4,RAB43,RNF112,SYNGAP1,LZTS2,PPFIA4,PPFIA3,RBM33,PSD,PNISR,TMEM178A,PLA2G4B,MINK1,LMTK3,TMC6,DUSP8,MYT1,ARFGAP1,DNM1,STX1B,CLIP2,NPEPL1,TNFRSF25,FAM193B,NEIL1,L3MBTL1,SPTBN4,BRSK1,HDAC5,EXD3,NYAP1,WBP1,ZBTB46,WBP2,TRANK1,FOXK1,DTX3,FBXO44,CTIF,ARVCF,TRIM46,PLCG1,STRCP1,TPPP,TBC1D17,MEF2D,ANKZF1,PDZD7,PACSIN1,KCNJ4,CBX7,PRRT2,NICN1,KLHDC1,ABCA7,KIAA0391,TARBP1,POU6F1,CCDC88B,PER1,PRPF39,PER3,TEF,DLG4,CAPRIN2,SFXN3,MAP3K10,PKN1,PLCH2,ZNF532,EZH1,YPEL3,R3HDM2"
"gene_set_query"	"7"	"SGSM2"	"54.0"	"ARCHS4 Coexpression,67;GTEx Coexpression,41"	"THRA,AATK,ABAT,CHD3,PKD1,SYNGAP1,RIMS3,LZTS2,MCF2L2,PPFIA3,PSD,FBXO2,MINK1,LMTK3,HSD11B1L,RNF208,KSR2,DUSP8,ARFGAP1,DNM1,CLIP3,STX1B,CLIP2,KAT2A,SCG5,FAM193B,MAPT,STX1A,L3MBTL1,CUL9,BRSK1,HDAC5,NDRG4,NYAP1,ARHGEF25,TMEM59L,DTX3,PHF21B,CTIF,ASIC4,SLC25A29,ARVCF,SLC17A7,PLCG1,TPPP,PACSIN1,PPP1R26,KCNJ4,CA11,CBX7,LINC01122,LYRM9,DCLK2,MIAT,BAIAP3,SYT17,GNAO1,DLG2,CALY,MORN4,DLG4,NOVA2,MAP3K10,UNC79,PRR36"
"gene_set_query"	"8"	"MXI1"	"66.2"	"ARCHS4 Coexpression,20;ENCODE ChIP-seq,67;Enrichr Queries,43;ReMap ChIP-seq,146;GTEx Coexpression,55"	"ERRFI1,ICAM5,TMEM91,CCDC102B,RPS6KA5,SYNGAP1,ZSCAN30,WDR90,LIPH,AKT3,FGFR1OP2,TNFSF10,HABP4,DIP2C,ACAD11,SOX6,JUNB,HES7,TSPYL2,EPHA7,GABARAPL1,WSB1,STARD5,ZNF284,NHLRC4,DHDH,HSD11B1L,DLEC1,YOD1,DICER1,TMEM170B,EML2,MTURN,DDIT3,FEZ1,CRYZL1,DDIT4,MXRA8,HECA,ATF7,FLYWCH1,VPS28,ATF3,OPTN,ATF4,ZNF396,EXD3,PPP1R35,TSHZ1,FAXDC2,TRANK1,GATA3,ZBTB3,PGBD1,LOH12CR2,SEC14L1,DPH1,KCNN1,PLCG1,FDFT1,PRRT1,GSTM4,PRRT2,GADD45B,PBX2,ABCA7,NR1D2,PARP16,NR1D1,OCEL1,FOSL2,BST2,MLLT10,ABTB1,GRIN3B,RPS27,SFXN3,CREBRF,ECHDC2,COL9A3,HBP1,AVL9,BTG2,CDKN1B,BTG1,WFIKKN1,FAM57B,CATSPER2P1,PHF1,AATK,MYL6B,BBC3,ING4,TRIM7,TCP11L2,JARID2,RALGPS1,PCMTD1,PSD,SNORA70,ZHX3,PRORSD1P,BTN3A1,NCOA3,TSC22D3,TESC,ANO8,COMMD3,GAB2,COQ10B,DUSP6,GCHFR,TLR1,KAT2B,KAT2A,BDH2,ALDOC,MAPT,VAMP4,ZNF236,SCARNA13,NAPB,RNASEK,WDR26,PROCA1,NKD1,DCST2,CKB,MEF2D,LDLR,APBB3,ZNF585A,CDKN2D,ZNF221,MBD5,LRRC23,MYEF2,ZNF460,MOCOS,ZNF76,KBTBD3,PER1,PDXDC2P,CCNG2,CCNG1,CCDC7,YPEL1,NOTUM,PKN1,YPEL5,KIAA1958,HSD17B7P2,YPEL3,YPEL2,MIDN,RAB3A,ZBTB25,MSMO1,IRS2,LRRC70,SAT2,SAT1,ACRBP,EFEMP2,HMGN4,ZFP36,RGS2,CCND2,SESN3,SESN2,IGFLR1,MACROD1,PIM1,PIM3,LZTS2,SBF2,PPFIA3,CHRNB1,RAB2B,RNF44,GAS2L3,AIP,ATP1B2,TICAM1,PRSS53,FOXP1,CLIP3,PHOSPHO1,ZNF438,UBE2V1,CUL9,IDI1,ISYNA1,NDRG4,UBA7,ARHGEF25,INSIG1,KLHL17,ABHD1,FOXO4,AGER,NDRG1,CACNA1H,FOXO1,SPATA7,PHF21A,HOTAIRM1,SOCS3,KLC4,ASIC4,UAP1L1,ZKSCAN8,ZKSCAN3,PMAIP1,TTLL13P,STAP2,TPPP,NKX6-1,TBC1D17,SLC38A2,FGF22,ANKZF1,PDZD7,SOCS4,MCL1,IVNS1ABP,ACBD7,ZBTB18,CBX7,OSBPL7,UBE2H,ACBD4,POLR3GL,KLHL28,KLHDC1,SMAD9,MARCH9,ISG15,MIR616,KLHL24,SSH2,NFKB2,NR4A2,NFKBIA,GNAO1,NR4A1,H1F0,EFNA3,IBTK,CDK6,ATG16L2,HOOK2,BCL6,DLG4,JMY,BHLHE40,BCL3,CSPG4,ZNF775,MXD1,ZNF532,KDM5B,CALCOCO1,THRA,SLC2A3,CHD3,HAPLN3,FLCN,DBP,PPP1R13L,DACT3,EFHD1,SPEG,PDE4A,EMILIN2,CEP290,RBM33,DDX59,PLEKHG2,TTC32,LMNTD2,RNF208,TRPT1,SEPT1,ARNT,SYNGR3,SEPT4,SPTB,PJA2,PTBP2,ARFGAP1,ARL4D,PPM1A,PTP4A3,ZMIZ1-AS1,CTDSP2,ZNF516,CRY1,IRF9,KDM7A,ZNF630,LAMA5,HDAC5,CEBPB,CAMK2D,PLEKHH3,LRP1,WBP1,DNAH7,WBP2,PPM1N,PERM1,PBXIP1,FOXK1,ADD3,HDAC9,SELENBP1,TGFBR3L,MUC1,SLC2A1-AS1,NT5DC3,MXI1,TRIM46,DCAF11,CD27-AS1,CCDC183,HES4,NIPSNAP3B,SPAG9,TRIM41,USP21,LCA5,ARID3A,TBX6,OXR1,EPOR,PNRC1,TTC39B,PIKFYVE,TEC,PIK3IP1,KLF9,PDCD4,RHEBL1,LPIN2"
"gene_set_query"	"9"	"ZNF76"	"74.0"	"ARCHS4 Coexpression,53;Enrichr Queries,116;GTEx Coexpression,53"	"MIDN,ZSCAN9,DCAF8,IRS2,WASH2P,ZXDA,ZFP36,WDR90,SALL4,MACROD1,JUNB,PNISR,RNF44,HSPG2,CPT1B,EML2,FOXP1,SIGIRR,DDIT4,HECA,VPS28,ATF4,L3MBTL1,CUL9,EXD3,UBA7,LTBP4,PLA2G6,RASGRP2,NDRG1,DICER1-AS1,INPP5E,GSE1,BMF,APOE,ANKZF1,CBX7,CHKB,GADD45B,FAM78A,PBX2,MARCH9,ABCA7,NR1D1,FOSL2,PAN2,NFKBIA,CCDC88B,ABTB1,NR4A1,HOOK2,BCL6,BHLHE40,ECHDC2,RGL3,BTG2,CALCOCO1,THRA,PHF1,ATP2A3,CHD3,ITGAL,PKD1,RNF157,AP1G2,JARID2,NINL,RBM6,BTN3A1,IFT140,NCOA3,TSC22D3,MINK1,AMT,PRPF40B,ARAP1,TMC6,ARFGAP1,DUSP6,GOLGA2P5,KAT2A,PTP4A3,NPEPL1,CTDSP2,FAM193B,IRF9,LAMA5,HDAC5,CEBPB,WBP1,PBXIP1,HDAC6,MXI1,CKB,ZNF862,APBB3,MEF2D,LDLR,CYTH1,CDRT4,GDF15,WASH7P,EPOR,DEF6,PER1,FMNL1,TTLL3,TEF,PIK3IP1,MYO15B,SGSM3,TCEA2,PKN1,YPEL3"
"gene_set_query"	"10"	"BHLHE40"	"74.75"	"ARCHS4 Coexpression,76;ENCODE ChIP-seq,14;ReMap ChIP-seq,17;GTEx Coexpression,192"	"CDA,ERRFI1,IFITM1,TRAF3IP2,TESK2,UBE2L6,ICAM5,NUDT6,BACH1,NDST2,RABGEF1,SYNGAP1,WDR90,PRSS8,KIF21B,JUNB,IER5,TP63,PDK1,SAMD11,HES7,TSPYL2,WSB1,DNAAF3,NFKBIL1,RSAD1,ENTPD8,HCFC2,EML2,SULT2B1,LINC00528,ZC3H11A,DDIT4,RFX5,CRYZL1,ATF7,FAM76B,ANKRA2,ATF3,VPS28,STX1A,ATF4,GRB7,SPTBN4,EXD3,MTMR3,GIPR,PPP1R35,CFI,LYPD3,ZBTB5,MBTD1,ADAMTS13,LCN15,DPH1,CEP70,GSE1,ZBED6,N4BP3,STAT5A,PRRT2,CHKB,GADD45B,FAM78A,SNAI3,PBX2,ABCA7,TNRC6C-AS1,NR1D2,NR1D1,FOSL2,EIF1,MED13L,CCDC88B,GRIN3B,AGO3,SFXN3,CREBRF,GTF2IRD1,HBP1,CPEB2,EZH1,CDKN1C,BTG2,CDKN1B,BTG1,WFIKKN1,PHF1,QPRT,LINC01273,CITED4,MYL6B,PCOLCE-AS1,KIF17,PCSK4,BBC3,RNF157,GPR132,TRIM7,TCP11L2,JARID2,NDEL1,HAVCR2,PSD,DUSP4,SNORA70,DUSP1,CCDC114,MINK1,ANO8,COMMD3,TMC6,PGM2L1,GCHFR,KAT2B,LINC00963,CKS2,PPARA,CACUL1,RNASEL,RNASEK,WDR26,SLC43A3,SLC43A1,PRICKLE3,PROCA1,SCARNA17,CAMKK1,DCST2,NTF4,NEURL1B,ARVCF,ALS2CL,MGAT3,LINC-PINT,ZSWIM4,KANSL1L,MEF2D,LDLR,REM2,CA11,CD72,GCH1,GDF15,PER1,PDP2,TTLL1,STK17B,CCNG2,TCEA2,YPEL1,ANKRD65,PKN1,NOTUM,YPEL5,CEP44,YPEL2,MIDN,RAB3A,PTPRVP,FBXO24,HID1,ZFP36,EFEMP2,CCND2,PIM1,MACROD1,PIM3,LZTS2,SBF2,PPFIA3,SEMA6B,PPP1R16B,RNF44,VASH2,AIP,UBALD2,PCOLCE,FRMD4B,TICAM1,PRSS53,TLE6,CLIP2,PHOSPHO1,TBC1D20,ODF3B,PTPRCAP,NOTCH3,ISYNA1,INSIG1,KLHL17,LTBP4,NDRG1,SOCS3,KLC4,ASIC4,UAP1L1,BMF,TBC1D17,NDUFV2,SLC38A2,PDZD7,MCL1,ACBD4,MARCH9,ISG15,INHBE,NFKB2,GGN,NR4A2,NFKBIA,NR4A1,H1F0,EFNA3,HOOK2,DLG4,NOXA1,BHLHE40,BCL3,JMY,CAPRIN2,ZNF775,MXD3,LMBR1L,MAST4,THRA,SLC2A3,CHD3,SPRED3,FLCN,DBP,PPP1R13L,PDE4A,EMILIN2,PGPEP1,KLF11,PLEKHG2,KLF13,USP49,SH2D3C,LMNTD2,RNF208,TRPT1,SEPT1,TRAF1,SYNGR3,PJA2,ARFGAP1,ARL4D,PPM1A,PTP4A3,ZMIZ1-AS1,ELF3,TRAF5,MVD,BIRC7,LCORL,BIRC3,LAMA5,HDAC5,CEBPB,PLEKHH3,LRP1,WBP1,RGS14,WBP2,PPM1N,PERM1,ASAP3,MOSPD2,THSD4,HDAC6,SELENBP1,POLD4,CECR2,PARD6B,MUC1,MXI1,RAB24,NT5DC3,TNNI3,FNIP1,DCAF11,MAPK6,CCDC183,CYTH1,HES4,TRIM41,SEMA4B,CDC42BPG,ARID3A,TBX6,EPOR,TTC39B,CLCN6,WEE1,TEF,PIK3IP1,CTH,CD7,PDCD4,RHEBL1,LPIN2,SLC25A36"
