Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"CENPA"	"7.0"	"ARCHS4 Coexpression,7;GTEx Coexpression,7"	"FEN1,ERCC6L,CDCA2,ANKRD33B,CDCA4,CDCA5,CCNF,HJURP,ARHGAP19,MCM10,PKMYT1,CDC20,TUBA1B,ORC1,EXO1,PGK1,PMAIP1,ECT2,KPNA2,FAM83D,ZNF367,CEP55,TMPO,RFC3,CENPW,RRM2,DDIAS,PLK1,H2AFX,ESCO2,SHCBP1,CDC25A,CCNA2,SLC9A2,DEPDC1B,RAD51,KIF18B,INCENP,UBE2S,CDK1,MCM5,DTL,ASF1B,MCM2,MAD2L1,FAM72A"
"gene_set_query"	"2"	"ARNTL2"	"15.0"	"ARCHS4 Coexpression,9;Enrichr Queries,4;GTEx Coexpression,32"	"EHF,ERCC6L,SERPINE2,HJURP,TNC,PLOD2,AHR,CLDN1,ETS1,ETS2,CDC20,CCND2,ALCAM,NIPAL1,KPNA2,TNS4,PITX1,ESCO2,CDC25A,TM4SF1,EREG,UHMK1,DEPDC1B,MTHFD2,GPD2,DDIT4,FSCN1,PHLDB2,DSC2,CD274,SEMA7A,CDCA2,CDCA4,GPR87,CDCA5,ZBTB5,PMAIP1,HMOX1,SFN,N4BP3,ECT2,FAM83D,S100A11,CAV2,PLK1,AMMECR1,TNFRSF10A,FERMT1,KIF18B,CDK6,NCEH1,CDK1,TNFSF9,CDKN1A,CXCL8,ANKRD33B,TNFAIP6,TNFAIP3,ADM,MCM10,LAMC2,SLC7A11,PTPRK,SHB,TUBA1C,EXO1,UPP1,CEP55,CTSC,DUSP4,DUSP5,LYPLA1,ANXA1,SPHK1,ITGA2,RIPK4,PLAUR,F3,CCNA2,SLC7A5,CDCP1,INCENP,BCAT1,DTL,HBEGF,BIRC3,SAMD9,FAM129A,PRRG4,LRRC8A,GBP2,RRM2,LAMB3,MACC1,TPBG,SHCBP1,KLF5,PTX3,TRIP12,MAD2L1"
"gene_set_query"	"3"	"PLSCR1"	"26.0"	"ARCHS4 Coexpression,13;GTEx Coexpression,39"	"CD274,IFITM1,CXCL8,CEBPD,TNFAIP6,SAMD9,NCF2,RHOBTB3,CXCL3,ETS1,BACH1,CXCL2,RELB,SDCBP,SBNO2,ZNRF2,GLIPR1,PNP,IFI16,IRAK2,NAMPT,CASP4,C3AR1,EMILIN2,DNAJB9,NRIP3,SLC39A8,UPP1,GBP2,ZNF267,CTSC,S100A11,MFSD2A,GBP3,IL15RA,GCH1,ANKRD22,IPMK,PLAUR,TNFRSF10A,TLR1,RAP2C,STK17B,BCL3,CARD16,CPEB3"
"gene_set_query"	"4"	"SNAI1"	"28.0"	"ARCHS4 Coexpression,12;Enrichr Queries,19;GTEx Coexpression,53"	"CDKN1A,CXCL8,SERPINE2,CSF1,TNFAIP6,FAM89A,TNC,SLC2A1,TNFAIP3,ADM,SLC2A3,SLC7A11,METRNL,CXCL3,ETS1,CXCL2,ETS2,PTPRG,ADAMTS4,NIPAL4,PNP,CCND2,PIM3,UPP1,IER5,MFSD2A,DUSP4,IL15RA,DUSP5,ANXA1,UNC5B,SPHK1,F2R,H2AFX,PLAUR,COQ10B,MMP9,TM4SF1,GEM,ACTA2,SLC7A5,EMCN,CCDC80,DDIT4,MAPKAPK2,FSCN1,TRIB3,BCAT1,HBEGF,CEBPB,SEMA7A,CEBPD,IER5L,FBXO45,SLC3A2,EFNB2,SBNO2,SOCS1,IRAK2,ZNF703,HMOX1,PMAIP1,NRIP3,RRM2,CAV2,GADD45A,VDR,BMP6,SMAD7,GADD45G,NFKBIA,ARHGAP31,COL3A1,DLC1,BCL3,SDC1,TNFSF9,PTX3,NFKBIE"
"gene_set_query"	"5"	"FOXM1"	"28.5"	"Literature ChIP-seq,3;ARCHS4 Coexpression,36;ENCODE ChIP-seq,1;Enrichr Queries,125;ReMap ChIP-seq,5;GTEx Coexpression,1"	"ERCC6L,EHF,CCNF,HJURP,TNC,CDC20,FAM110A,RGS5,PIM3,KPNA2,IER5,TMPO,KRT8,UBALD2,SCRIB,ESCO2,CDC25A,TM4SF1,GEM,DEPDC1B,MTHFD2,DDIT4,FSCN1,LUCAT1,ASF1B,CD274,CDCA2,CDCA4,CDCA5,INSIG1,RHOBTB3,ARHGAP19,WDR62,PKMYT1,ZBTB5,SPATA5,SBNO2,NUAK2,ORC1,PMAIP1,H1FX,ECT2,FAM83D,FDFT1,SDF2L1,GOT1,XRCC4,DDIAS,PLK1,DSTN,FOXN2,MOB4,NFKBIA,KIF18B,UBE2S,BCL3,CDK1,FAT2,NFKBIE,BTG3,FEN1,BTG1,SLC2A1,MCM10,SLC7A11,TUBA1C,TUBA1B,EXO1,ITGB8,UPP1,ZNF367,LBR,CEP55,HIST1H1C,DUSP5,SUN2,RFC3,ANXA1,GLRX5,H2AFX,TEX14,SPTB,CCNA2,ACTA2,SLC7A5,MDFIC,DDAH1,INCENP,MCM5,DTL,BIRC2,DCP2,MCM2,FAM72A,IER5L,SLC3A2,HSPA13,PDLIM1,CCDC85C,CDKN2D,GADD45GIP1,CENPW,RRM2,LAMB3,SEMA4B,DOHH,SHCBP1,MZT1,PER1,WEE1,RAD51,NFIA,STK17B,FAS,MAD2L1"
"gene_set_query"	"6"	"NFIL3"	"33.0"	"ARCHS4 Coexpression,46;Enrichr Queries,28;GTEx Coexpression,25"	"CDKN1A,ITPRIP,BTG1,CXCL8,TNFAIP6,SERPINE2,NCF2,TNC,SLC2A1,TNFAIP3,SLC2A3,ADM,IRS2,IL1RAP,AHR,SLC7A11,METRNL,BACH1,ETS1,CXCL2,ETS2,CCND2,NAMPT,CASP4,SESN2,PDE4B,EMILIN2,PIM3,UPP1,IER5,IL6R,CTSC,HIST1H1C,DUSP4,DUSP5,TANGO6,ANXA1,IPMK,PLAUR,HLA-B,UBALD2,COQ10B,GEM,SAP30,TLR1,SLC7A5,MTHFD2,DDIT4,PELI1,TRIB3,RABL6,HBEGF,BIRC3,PTGER4,CEBPB,CEBPD,INSIG1,FAM129A,SLC3A2,RELB,SDCBP,SBNO2,HMOX1,PMAIP1,GBP2,PHC2,RRM2,GCH1,GADD45A,LYZ,ELL2,GADD45G,SMAD7,NFKBIA,PER1,AGO2,BCL3,ALOX5AP"
"gene_set_query"	"7"	"ZNF267"	"33.33"	"ARCHS4 Coexpression,5;Enrichr Queries,3;GTEx Coexpression,92"	"CDKN1A,IFITM1,DOCK4,BTG1,CXCL8,TNFAIP6,NCF2,UBE2D1,TNFAIP3,ADM,IRS2,SLC2A3,AHR,SLC7A11,CXCL3,ETS1,CXCL2,BACH1,PIK3CG,ETS2,GLIPR1,CCND2,NAMPT,CASP4,PDE4B,EMILIN2,PIM3,UPP1,IER5,IL6R,CTSC,MFSD2A,DUSP4,DUSP5,IL15RA,ANXA1,PPTC7,IPMK,HLA-B,PLAUR,UBALD2,GEM,TLR1,SLC7A5,MTHFD2,DDIT4,PELI1,TLR10,TLR6,CARD16,DCP2,HBEGF,BIRC3,PTGER4,CD274,SAMD9,CEBPD,INSIG1,FAM129A,HSPA13,RELB,SDCBP,ZNRF2,SOCS1,IFI16,RNF138,IRAK2,DNAJB4,HMOX1,DNAJB9,PMAIP1,NRIP3,HIVEP2,GBP2,GBP3,GCH1,GADD45A,TNFRSF9,ELL2,SMAD7,NFKBIA,KLF5,STK17B,BCL3,FAS,NFKBIE,KBTBD8,CPEB4"
"gene_set_query"	"8"	"ZNF367"	"35.67"	"ARCHS4 Coexpression,34;Enrichr Queries,60;GTEx Coexpression,13"	"FEN1,ERCC6L,CDKN1A,RNF11,ANKRD33B,CCNF,HJURP,MCM10,SLC7A11,CDC20,TUBA1B,CCND3,EXO1,CHAC2,KPNA2,LBR,CEP55,TMPO,DUSP5,RFC3,H2AFX,ESCO2,CDC25A,CCNA2,SLC7A5,DEPDC1B,INCENP,MTHFD2,DDIT4,MCM5,DTL,ASF1B,MCM2,FAM72A,CDCA2,CDCA4,CDCA5,WDR62,PKMYT1,ORC1,PMAIP1,ECT2,FAM83D,CENPW,RRM2,DDIAS,SIAH2,PLK1,SHCBP1,BMP6,WEE1,RAD51,KIF18B,CDK6,UBE2S,TNFSF4,CDK1,MAD2L1"
"gene_set_query"	"9"	"ZNF878"	"38.0"	"ARCHS4 Coexpression,45;GTEx Coexpression,31"	"CD274,SEMA7A,FEN1,ERCC6L,ZNF670,ANKRD33B,CDCA2,HJURP,MCM10,AK4,ORC1,EXO1,PGK1,PMAIP1,NUDT15,ECT2,TMPO,FDFT1,RFC3,RRM2,DDIAS,ELOVL6,ESCO2,CDC25A,CCNA2,DEPDC1B,CDK1,TNFSF9,POLR3G,CYCS,TLR10,MCM5,NFKBIE,BCAT1,DTL,DCP2,MCM2,BIRC3,MAD2L1,FAM72A"
"gene_set_query"	"10"	"FOSB"	"41.33"	"ARCHS4 Coexpression,82;Enrichr Queries,27;GTEx Coexpression,15"	"CDKN1A,IFITM1,ITPRIP,BTG1,CXCL8,SERPINE2,TNFAIP6,FAM89A,TNC,SLC2A1,TNFAIP3,NRARP,ADM,IRS2,SLC2A3,SLC7A11,AHR,CXCL3,CXCL2,ETS1,ETS2,ADAMTS4,NIPAL4,PNP,CCND2,NAMPT,PDE4B,PIM3,IER5,MFSD2A,HIST1H1C,DUSP4,DUSP5,SUN2,ANXA1,TSC22D2,PLAUR,SLC30A1,WNT16,COQ10B,MMP9,TM4SF1,GEM,ACTA2,SLC7A5,DDIT4,PELI1,NCOA7,HBEGF,MCM2,BIRC3,PTGER4,CEBPB,CFH,CEBPD,KLHL15,SLC20A1,INSIG1,ADRB2,FUT4,EFNB2,HMOX1,PMAIP1,H1FX,GBP2,SLC19A2,RRM2,GADD45A,LYZ,GADD45G,SMAD7,NFKBIA,YRDC,PER1,WEE1,COL3A1,DLC1,BCL3,OTUD1"
