symbol	R603	R607	R614	R621
WASH7P	1.6621871039999991	-1.1273206816666663	-1.240345987333333	-0.8428263409999994
RP11-34P13.13	1.468268802666667	-0.07755024433333357	-0.5935301060000002	0.023877457000000213
AP006222.2	-0.2524537260000006	-1.4927674373333333	0.5593860606666667	-0.9311972676666667
MTND2P28	-0.56933553	0.5141085066666697	1.152908953333334	0.13892537666666627
RP5-857K21.6	0.3333538433333345	-0.8294637473333353	-0.33032041966666803	-0.8542768803333338
RP5-857K21.7	-0.017928524000000223	-1.1902597759999995	-0.8861013650000018	-0.7455126960000005
MTATP8P1	0.40015291966666666	0.11399230833333229	0.0625719973333334	-0.6517561556666664
MTATP6P1	-0.19722800333333268	0.1421108466666663	0.6254657533333354	-0.3365906933333349
RP5-857K21.11	-0.07194510400000098	-1.0135847523333332	-0.7972011749999997	-0.6879311226666669
RP11-206L10.9	0.08709753033333456	-0.5758546980000006	-0.04071107933333362	-0.6865454180000006
LINC00115	0.5474988420000013	-0.15588010099999927	-0.984774822666667	0.038291183000001006
LINC01128	-0.748287171666667	0.015426044999999888	0.3595383236666665	0.013777650999998059
RP11-54O7.16	0.19809458899999965	-1.836291564333333	1.0141129903333335	-0.2757846023333337
RP11-54O7.1	-0.5245841853333326	-1.666837524	0.44916167666666595	-0.241471138333333
RP11-54O7.3	-1.3586150483333332	0.9466930553333328	1.5083703749999993	1.6595529826666668
SAMD11	1.8917155930000003	0.3562082879999995	0.3987654153333331	1.6667372763333343
NOC2L	-0.9508142800000012	0.3261937100000001	0.010367249999999828	0.35544955666666667
KLHL17	1.117767306666666	0.28060971666666745	-0.1636354599999983	-0.12064280333333421
PLEKHN1	-0.37845560033333214	-1.0438719669999994	-0.6855273533333346	0.054544778333331934
PERM1	2.2566420286666666	-1.7977948283333336	-0.8662912629999998	-1.1198227133333334
RP11-54O7.17	1.983048099333332	-0.1748336909999999	0.1987758296666664	-0.5233885556666671
HES4	1.6072185803333339	1.0424192886666672	1.1029438126666662	-0.19395967266666592
ISG15	1.2343060239999994	-0.0029233779999993104	0.3786344463333329	-0.2747914936666671
AGRN	0.5317333866666658	-0.44981346333333505	0.6263759600000007	-0.20429210333333359
RP11-465B22.3	0.7365151906666663	-0.9880957333333322	-1.0951302283333328	-0.7953861700000013
C1orf159	0.262539577666665	0.3035397559999993	0.05471688033333422	-0.17307182199999893
TNFRSF18	2.407694034	-0.383207509	0.5455643633333334	0.46000040266666675
SDF4	-1.0014592266666682	0.27786646333333387	0.1761276200000026	0.45847854666666876
B3GALT6	-1.3625564363333336	-0.1402812166666667	0.3871340633333329	0.4103777899999983
FAM132A	2.0323582730000007	0.7181368086666655	0.6342845279999993	-0.5796381313333336
RP5-902P8.12	1.7474573236666666	0.06962906700000104	-0.29848403499999954	-0.5782074936666666
UBE2J2	-0.1122859266666687	0.3129983000000003	0.03360698000000184	0.24334247666666364
RP5-902P8.10	1.1256966823333316	-1.5693630133333327	-0.23740568366666537	-1.101363109666667
SCNN1D	1.2098026499999985	-1.2392251420000004	0.02644641933333247	-0.8379602236666681
ACAP3	-0.8287275433333345	-0.07192155999999983	0.4026816933333315	-0.1774203666666665
PUSL1	-0.6607245199999987	0.9126599339999997	0.3888133773333333	0.4107886873333335
CPSF3L	0.40652153666666635	0.05629572666666682	-0.38190566666666825	-0.09308163666666758
RP5-890O3.9	0.857078360666665	-0.2757530019999992	-0.9065947880000014	-0.4173094446666674
CPTP	-0.664510065	0.6983426716666674	0.48746316100000087	0.2885672596666673
DVL1	0.35702328666666716	0.3261603900000001	-0.18218013666666977	0.31371898333333625
MXRA8	1.620024722333333	-0.48528935433333276	0.10765245199999995	0.48962175466666746
AURKAIP1	-0.25358193000000107	0.7054979033333346	0.4115796233333313	0.4240008833333331
CCNL2	0.5450181333333344	-0.6724779899999991	-0.21579483666666377	-0.7350256000000002
RP4-758J18.2	-0.7288235893333344	-0.5868317850000011	-0.055314577333334114	0.18649720133333147
MRPL20	-0.19498847000000197	-0.2768481233333304	-0.308794646666664	0.0436149066666669
RP4-758J18.13	-0.3898241899999997	-0.874800077999998	-0.31132167033333236	-0.16977549500000144
ANKRD65	2.614697099	-1.034456977333332	0.8464026836666672	-0.4995292976666663
RP4-758J18.10	1.9561695866666666	-1.9994820366666666	2.469445987666666	0.02378016500000002
VWA1	0.5864815443333335	0.3348321719999996	3.390376991	0.297975908333334
ATAD3C	0.8285477439999998	-2.7564752379999997	2.1373813626666665	-1.8320742456666665
ATAD3B	-0.3095101633333339	0.33766152333333466	0.05840236999999959	0.1828608266666638
ATAD3A	-0.6863827033333347	0.6861076000000015	0.09004426333333271	0.3808357933333326
TMEM240	1.1125519086666662	-0.07652745366666736	0.256375186333333	-0.5241085733333328
SSU72	-0.09723365666666695	0.13757299666666434	-0.0008701066666656487	0.03921148333333235
RP5-832C2.5	-0.2148825456666663	-1.074344551333334	0.2797476219999986	0.24171706266666693
C1orf233	-0.7544066556666671	-0.700779333333335	-0.035789265000000015	-0.8072975976666648
RP11-345P4.9	0.48480035933333365	-0.1366242556666668	-0.10195138999999998	0.013235413999997725
MIB2	0.45384631333333303	-0.3072736033333321	-0.0012139333333305302	-0.288418870000001
MMP23B	-1.6193943129999995	-1.185764984	-0.40777722599999944	-0.7340891266666665
CDK11B	-0.018217629999998763	0.5300662016666671	-0.015408124333333717	0.04896641666666568
SLC35E2B	0.46085436666666446	-0.5934116866666663	-0.5245123200000013	-0.5201102396666695
CDK11A	0.27298513266666813	0.7584277476666674	0.49967096166666813	-0.08579454966666589
RP1-283E3.8	0.7274458846666674	-0.803886300666667	-0.3982129709999995	-0.4637711489999994
SLC35E2	0.3147531783333335	-0.702886998666667	-0.15482310766666618	-0.4838079990000006
NADK	0.443125153333332	0.23106407999999767	-0.12277643666666371	-0.12566965333333435
GNB1	0.039110376666666724	0.42584392000000015	0.06970971999999875	0.3214083866666648
CALML6	0.27267071899999884	-1.4708203659999999	-0.7997998693333344	-1.4858556970000008
TMEM52	0.19539673266666835	0.023374128666667104	-1.1875529499999988	-1.0569959720000002
CFAP74	1.8349036770000002	-2.3463438316666663	-0.906113189	-1.733716084
RP11-547D24.1	3.368664817333334	-1.137241395666667	-1.2316073716666671	-1.9825981723333337
GABRD	-1.1075994993333325	-0.426402369333335	0.21080311399999907	0.27236760666666804
PRKCZ	0.32903989000000067	-0.5130300233333323	-0.42109295266666713	-0.48550167233333497
RP11-181G12.2	-1.091018554333333	-0.4546711720000003	-0.5752482583333327	-0.636195737333332
C1orf86	0.19293229999999895	-0.10120011666666606	-0.17214284666666657	-0.12484706333333406
RP11-181G12.4	-1.0237025856666668	-2.7522931166666664	-1.583411936	-2.2167340043333326
SKI	-0.15310115666666668	0.2872825333333324	-0.13800684000000096	-0.08620845333333271
MORN1	-0.6889851703333338	-1.318340002000002	-0.03939192933333402	-0.49520936233333224
RP4-740C4.5	-1.9337935140000004	-1.8988089296666653	0.8675299499999998	-0.4306025456666669
RP4-740C4.7	0.16154974099999997	-2.7895450523333336	-0.29137421300000055	-0.6446148110000003
RER1	-1.2894619666666696	-0.30083321666666585	0.058660643333332985	0.29551400333333433
PEX10	-0.9302327040000016	-0.5339744026666651	-0.2351042793333349	-0.01122517666666667
PLCH2	1.580587635333334	-1.2656556503333327	0.46761131466666583	-0.3161176413333333
RP3-395M20.2	-1.9735046530000002	0.3263243826666667	1.1103712309999998	-1.886252553
PANK4	0.5882268999999987	0.3912198533333342	-0.19782137333333338	-0.2545822599999994
RP3-395M20.12	1.391533442	-0.6732483229999993	0.018364948666667935	-0.18981191499999994
TNFRSF14	0.892147076333333	-1.9339357023333328	-0.17199805466666618	-1.2274186176666664
FAM213B	-0.4294190006666678	-0.3152470333333337	-0.3187662133333333	-0.30170903999999865
TTC34	-1.0772181056666659	-1.756605260333333	-0.4132719083333338	-1.0481139673333324
LINC00982	-0.5432289976666658	-1.4271282609999991	-0.6416378979999999	-1.1537001303333332
PRDM16	1.958208775666666	-0.22513295666666622	-0.719203461666666	-0.9773317413333302
ARHGEF16	1.1706833849999985	-0.08164945333333229	0.38103561766666694	0.07761538233333098
MEGF6	0.16568975733333424	-2.085948660333334	-1.272395149000002	-1.9211097019999999
RP11-46F15.2	0.4264846966666678	-1.5112693546666667	-1.2273829296666667	-1.5577394253333332
TPRG1L	0.36314141733333116	0.4024043803333335	0.3519047376666684	0.2473670866666673
WRAP73	0.7538263399999998	0.2550784366666665	-0.11190275666666594	0.004456879999997554
TP73	-0.05344772866666769	-0.49576024100000016	-0.2359066959999998	-0.7640083796666675
TP73-AS1	0.672374296000001	-1.2986768590000004	-1.433712521333332	-1.7642431166666679
LRRC47	-1.029272839999999	0.12207099666666466	0.029841713333333075	0.2293922733333318
CEP104	0.17777322000000062	-0.42051977999999934	-0.12137423333333253	0.08871479333333454
DFFB	0.5193116673333336	-0.4421802303333333	-0.20297310666666668	-0.2513703446666682
C1orf174	0.463606003333334	-0.12498458333333318	-0.7512343500000025	-0.3744652333333356
NPHP4	-0.016236370000001443	0.4993193833333329	0.31962551933333394	0.33908072999999916
KCNAB2	0.6584374820000001	-0.19242903366666653	-0.2195188013333329	-0.5541803383333335
CHD5	0.275542373333332	-0.12795768333333513	-0.7639564233333331	0.2787611599999984
RPL22	0.18157962000000083	-0.3880543199999984	0.01394679000000032	0.16542911333333343
RP1-120G22.11	-0.7017388426666673	-1.4152868270000003	-0.09045775600000017	-0.833014768
RNF207	-0.6892296200000008	-1.4128208866666654	-0.7963499366666689	-0.962967299999999
ICMT	-1.4760368066666647	0.5468133299999991	0.6077159466666693	0.8521438366666665
GPR153	-0.6765789039999976	-0.18099788066666633	0.0057120423333323345	-0.28926570500000004
ACOT7	-0.8536828833333328	0.8218583166666669	-0.037157073333329294	0.21179741333333446
HES2	0.036285413000000766	-0.7551593426666674	-1.2148878613333336	-1.200439284999999
ESPN	0.3874810523333332	-2.4582863836666666	1.5411923516666666	-0.18352539666666667
TNFRSF25	1.061127326666666	-0.4053519266666683	-0.8792227299999986	-1.482756394333336
PLEKHG5	0.7241262599999985	-0.3199894366666669	-0.6918733833333324	-1.0584454966666677
NOL9	-0.1833879266666667	-0.10673640999999989	-0.0712650900000007	-0.11023730666666509
ZBTB48	-0.1448499133333332	-0.3977860833333313	-0.1603311533333347	-0.10272675999999947
KLHL21	-0.4408122333333324	1.0191106599999973	0.479502860000002	0.38657856333333385
PHF13	0.13842816333333552	0.6799904166666675	-0.28998638666666743	-0.054960326666666504
THAP3	0.7419630376666682	0.553580186333333	-0.12079611166666737	0.07366035999999987
DNAJC11	-0.12181056666666734	-0.2624016299999994	-0.16548510333333333	0.05205793666666736
